"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019883","GO:0019883","antigen processing and presentation of endogenous antigen","16/790","52/28928",0.307692307692308,11.2669912366115,12.4163794791708,3.41408888878751e-13,2.40616831833651e-11,1.76846049745992e-11,"12010/14972/21354/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",16
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","18/790","71/28928",0.253521126760563,9.2833660188982,11.7092497008462,4.72475160635415e-13,3.28092310076534e-11,2.41137864491481e-11,"16963/12010/16643/16160/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",18
"GO:0002428","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","15/790","45/28928",0.333333333333333,12.2059071729958,12.6052295274097,4.94923695832154e-13,3.38699955321657e-11,2.4893416097004e-11,"12010/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",15
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","34/790","283/28928",0.120141342756184,4.39930223196314,9.62891193430493,5.44749696626504e-13,3.67472581067193e-11,2.70081165380088e-11,"102639543/623121/236312/100033459/100040462/15950/228801/229898/14469/100061/231655/246727/23961/23960/246730/414084/20128/54123/234311/81897/327957/637515/80861/382551/58185/16364/54483/15511/224762/224840/12475/60533/71398/12229",34
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","28/790","193/28928",0.145077720207254,5.31241555715878,10.0719204891627,6.0487183616178e-13,4.02282367655764e-11,2.95665299306952e-11,"102639543/623121/236312/100033459/100040462/15950/229898/14469/231655/246727/23961/23960/246730/20128/54123/234311/81897/327957/637515/80861/382551/58185/54483/15511/224762/224840/71398/12229",28
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","17/790","63/28928",0.26984126984127,9.88097247337754,11.8239789684955,6.9062048612969e-13,4.52931935486721e-11,3.3289119046339e-11,"16963/12010/16160/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",17
"GO:0019730","GO:0019730","antimicrobial humoral response","29/790","210/28928",0.138095238095238,5.05673297166968,9.88615930638833,8.38353319715168e-13,5.42288270643154e-11,3.9856537780835e-11,"16963/14061/12010/192201/20568/16447/16069/20309/56221/109648/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/20299/20295/20306/20307/20304/20303/66107/56838/78416",29
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","12/790","26/28928",0.461538461538462,16.9004868549172,13.5910114563892,1.07725656808097e-12,6.78820553026521e-11,4.9891245086347e-11,"12010/13040/15001/14998/15000/14999/15002/14961/14960/14969/381091/16149",12
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","37/790","340/28928",0.108823529411765,3.98486969471333,9.27665871250316,1.08498091585571e-12,6.78820553026521e-11,4.9891245086347e-11,"98256/12902/12010/229898/55932/14468/14469/18671/20309/414084/27007/76681/434219/20128/209387/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/17394/81897/16160/327957/18126/22169/17079/100503545/12475/12511/60533/58205",37
"GO:0034341","GO:0034341","response to type II interferon","24/790","143/28928",0.167832167832168,6.14563158360627,10.3357553531725,1.0925531984332e-12,6.78820553026521e-11,4.9891245086347e-11,"20684/70789/229898/55932/14468/14469/76074/20617/68713/69550/434341/16160/18126/20304/76815/54483/12265/547253/11629/15018/110558/24108/16149/12705",24
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","20/790","96/28928",0.208333333333333,7.62869198312236,10.9004568905135,1.29235235989835e-12,7.92530888758443e-11,5.8248608757141e-11,"16182/16963/12010/16160/58185/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990/20371",20
"GO:0042129","GO:0042129","regulation of T cell proliferation","28/790","200/28928",0.14,5.12648101265823,9.81207329506218,1.47713621030844e-12,8.88836756483505e-11,6.53267969889235e-11,"12487/16963/18761/16184/12578/20423/93675/27027/170786/24099/15930/12501/16160/20304/12775/20533/72049/208154/320484/15000/14999/14960/547431/11629/12511/60533/58205/20371",28
"GO:0002396","GO:0002396","MHC protein complex assembly","10/790","16/28928",0.625,22.8860759493671,14.6726127840809,1.50586489874376e-12,8.88836756483505e-11,6.53267969889235e-11,"12010/15001/14998/15000/14999/15002/14961/14960/14969/381091",10
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","10/790","16/28928",0.625,22.8860759493671,14.6726127840809,1.50586489874376e-12,8.88836756483505e-11,6.53267969889235e-11,"12010/15001/14998/15000/14999/15002/14961/14960/14969/381091",10
"GO:0002456","GO:0002456","T cell mediated immunity","26/790","172/28928",0.151162790697674,5.53523697380041,9.9958240146961,1.54077057662992e-12,8.98212180598328e-11,6.60158621331882e-11,"16182/16963/12902/12010/12525/16643/16160/20556/58185/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990/224840/60533/20371",26
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","14/790","41/28928",0.341463414634146,12.5036122259957,12.3507568589469,2.03836127536013e-12,1.1621599063144e-10,8.54152168153230e-11,"12010/13040/14972/15001/14998/15000/14999/21355/15002/14961/14960/14969/381091/16149",14
"GO:0002475","GO:0002475","antigen processing and presentation via MHC class Ib","15/790","49/28928",0.306122448979592,11.2095065874451,11.9847878057706,2.04276307124302e-12,1.1621599063144e-10,8.54152168153230e-11,"12010/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",15
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","37/790","349/28928",0.106017191977077,3.88210801204164,9.07649311970129,2.38808204407091e-12,1.34244326334558e-10,9.86654949787192e-11,"98256/12902/12010/229898/55932/14468/14469/18671/20309/414084/27007/76681/434219/20128/209387/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/17394/81897/16160/327957/18126/22169/17079/100503545/12475/12511/60533/58205",37
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","12/790","28/28928",0.428571428571429,15.6933092224231,13.0337186983899,3.22719038547719e-12,1.79279917649686e-10,1.31765284221899e-10,"12010/13040/15001/14998/15000/14999/15002/14961/14960/14969/381091/16149",12
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","25/790","164/28928",0.152439024390244,5.58196974374807,9.85980059513114,3.41623136844134e-12,1.87574936299768e-10,1.37861870523269e-10,"16963/14061/12010/16447/20309/56221/109648/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/20299/20295/20306/20307/20304/20303/56838/78416",25
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","21/790","113/28928",0.185840707964602,6.80506329113924,10.3598984809237,3.69896966001389e-12,2.00764767064202e-10,1.47555994786035e-10,"12487/16963/18761/16184/20423/24099/12501/16160/20304/12775/20533/72049/320484/15000/14999/547431/11629/12511/60533/58205/20371",21
"GO:0071216","GO:0071216","cellular response to biotic stimulus","38/790","378/28928",0.100529100529101,3.68114660772889,8.79188576772978,6.10594309084747e-12,3.23361095968819e-10,2.37660566086894e-10,"98256/12902/12010/229898/55932/14468/14469/18671/20309/414084/27007/76681/434219/20128/209387/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/17394/81897/16160/327957/18126/22169/17079/100503545/12475/12511/60533/58205/12229",38
"GO:0002476","GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","14/790","44/28928",0.318181818181818,11.6510932105869,11.8470572239546,6.16317209597495e-12,3.23361095968819e-10,2.37660566086894e-10,"14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",14
"GO:0002484","GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","14/790","44/28928",0.318181818181818,11.6510932105869,11.8470572239546,6.16317209597495e-12,3.23361095968819e-10,2.37660566086894e-10,"14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",14
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","22/790","129/28928",0.170542635658915,6.24488273967226,10.0036978316319,6.86252487395361e-12,3.56097169833065e-10,2.61720584261713e-10,"16182/16963/12010/16643/16160/58185/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990/60533/20371",22
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","16/790","62/28928",0.258064516129032,9.44973458554512,11.1600011523132,6.98141451441768e-12,3.58328688446525e-10,2.63360682540447e-10,"12010/14972/21354/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",16
"GO:0019058","GO:0019058","viral life cycle","32/790","279/28928",0.114695340501792,4.19988203802005,8.99911843098125,9.18711246299375e-12,4.66468226346844e-10,3.42839952354164e-10,"102639543/623121/236312/100033459/100040462/15950/19130/20568/100038882/23962/231655/246728/246727/23961/23960/246730/94094/76681/434219/20128/209387/68713/69550/20307/20304/58185/12265/71223/17858/54419/224762/16149",32
"GO:0050727","GO:0050727","regulation of inflammatory response","39/790","403/28928",0.0967741935483871,3.54365046957942,8.61619979035214,1.03714761047352e-11,5.15553015503563e-10,3.78915778799182e-10,"12487/16963/14125/16184/64292/13011/58203/13040/229898/55932/14468/14469/19218/100061/56221/109648/20617/243958/72310/16170/244202/15930/11988/17394/81897/237310/16160/18858/637515/20304/12775/13421/17228/21943/81799/54483/57757/20371/12229",39
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","18/790","84/28928",0.214285714285714,7.84665461121157,10.5295291255452,1.03722017096227e-11,5.15553015503563e-10,3.78915778799182e-10,"16963/12010/16643/16160/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",18
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","18/790","85/28928",0.211764705882353,7.75434102755026,10.4493881848149,1.28268723253971e-11,6.30921782505471e-10,4.63708312026692e-10,"16963/20309/56221/20299/20295/12145/252837/12773/23832/20306/20307/20304/20303/12775/12777/19876/12458/12766",18
"GO:0019079","GO:0019079","viral genome replication","22/790","134/28928",0.164179104477612,6.01186472699792,9.74359828826756,1.50205595567557e-11,7.31207033268044e-10,5.37414919789728e-10,"102639543/623121/236312/100033459/100040462/15950/19130/20568/100038882/23962/231655/246728/246727/23961/23960/246730/68713/69550/20307/20304/58185/17858",22
"GO:0062207","GO:0062207","regulation of pattern recognition receptor signaling pathway","25/790","183/28928",0.136612021857924,5.00242097253926,9.10093022501975,4.00485410608688e-11,1.92968582540227e-09,1.4182603638849e-09,"102639543/623121/236312/100033459/100040462/15950/228801/229898/14469/231655/20128/54123/234311/81897/80861/382551/58185/16364/54483/15511/224762/224840/12475/71398/12229",25
"GO:0030217","GO:0030217","T cell differentiation","35/790","348/28928",0.100574712643678,3.68281681943838,8.43661364328653,4.13895279798617e-11,1.97415506182734e-09,1.45094389951732e-09,"16182/20849/12487/30925/16184/12010/12578/22417/20423/74734/14255/16205/83408/12525/12515/12502/12500/12501/12047/67596/16160/12775/58185/16364/110168/321019/12458/15001/14998/14960/100038862/624681/16149/20371/16186",35
"GO:0039531","GO:0039531","regulation of cytoplasmic pattern recognition receptor signaling pathway","21/790","129/28928",0.162790697674419,5.96102443332352,9.46228768680015,5.13717089034063e-11,2.42577209441885e-09,1.78286867636348e-09,"102639543/623121/236312/100033459/100040462/15950/229898/14469/231655/20128/234311/81897/80861/382551/58185/54483/15511/224762/224840/71398/12229",21
"GO:0002486","GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","13/790","43/28928",0.302325581395349,11.0704739476008,11.0730327120836,7.32072698804651e-11,3.42262107302531e-09,2.51552234284412e-09,"14972/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",13
"GO:1990868","GO:1990868","response to chemokine","18/790","96/28928",0.1875,6.86582278481013,9.64596764429779,1.09806774051863e-10,5.03405424342618e-09,3.69987668931009e-09,"16963/20309/56221/20299/20295/12145/252837/12773/23832/20306/20307/20304/20303/12775/12777/19876/12458/12766",18
"GO:1990869","GO:1990869","cellular response to chemokine","18/790","96/28928",0.1875,6.86582278481013,9.64596764429779,1.09806774051863e-10,5.03405424342618e-09,3.69987668931009e-09,"16963/20309/56221/20299/20295/12145/252837/12773/23832/20306/20307/20304/20303/12775/12777/19876/12458/12766",18
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","24/790","179/28928",0.134078212290503,4.9096386394173,8.79165005652841,1.4590438795519e-10,6.62462038388854e-09,4.86889440372735e-09,"240754/16963/16184/242248/12578/20423/14255/83408/12515/27027/15930/234199/57916/20666/100043314/208154/57757/14960/16149/14419/60533/58205/20371/12229",24
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","38/790","426/28928",0.0892018779342723,3.26636952516788,7.89616989798325,2.07968258630321e-10,9.35262968811788e-09,6.87389823262325e-09,"102639543/623121/236312/100033459/100040462/15950/16184/14061/13011/22417/230959/100038882/246727/23961/23960/246730/109648/80782/16643/27007/243958/18791/434341/237310/16160/80861/110168/81799/71753/106014/54483/547253/19876/100503895/21354/21355/11629/20371",38
"GO:0050729","GO:0050729","positive regulation of inflammatory response","22/790","155/28928",0.141935483870968,5.19735402204982,8.77945400537933,2.79528362792855e-10,1.23358217673632e-08,9.06645363628178e-09,"12487/14125/58203/13040/229898/55932/14468/14469/19218/56221/20617/72310/16170/244202/15930/17394/637515/20304/12775/21943/54483/12229",22
"GO:0141060","GO:0141060","disruption of anatomical structure in another organism","22/790","155/28928",0.141935483870968,5.19735402204982,8.77945400537933,2.79528362792855e-10,1.23358217673632e-08,9.06645363628178e-09,"14061/229898/55932/14468/14469/72310/14128/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/20299/20295/18126/20307/56838",22
"GO:0060326","GO:0060326","cell chemotaxis","33/790","337/28928",0.0979228486646884,3.5857116027495,8.00016589279183,3.00139366371521e-10,1.31227600741326e-08,9.64482934626612e-09,"69453/16963/18761/13123/20423/20309/20750/56221/27007/16170/20299/20295/76527/12145/252837/12773/23832/20306/20307/20304/20303/12775/12777/56838/21943/110168/321019/66793/245195/12458/11629/16149/12766",33
"GO:0140971","GO:0140971","regulation of AIM2 inflammasome complex assembly","8/790","13/28928",0.615384615384615,22.533982473223,13.0122699311707,3.40585575180803e-10,1.47545420734289e-08,1.08441394627823e-08,"102639543/623121/236312/100033459/100040462/15950/229898/14469",8
"GO:0042113","GO:0042113","B cell activation","32/790","323/28928",0.0990712074303406,3.62776188423404,7.95765166863748,4.15621668925479e-10,1.78415047333283e-08,1.31129630856201e-08,"12487/240754/12902/229499/242248/12578/22163/14255/16205/12518/12483/243958/272382/11833/12478/24099/12145/18985/81897/57916/15985/17079/321019/72049/208154/12458/69816/16149/12482/20371/16186/12229",32
